id,name,card_type,color,cost,life,effect,type,counter,power,attribute,block,collection_name,collection_id,trigger,trigger_effect
OP03-119,Buzz Cut Mochi,Event,Yellow,2,NULL,"[Main] If you have less Life cards than your opponent, K.O. up to 1 of your opponent's Characters with a cost of 4 or less.",Big Mom Pirates,NULL,NULL,NULL,Block 1,Pillars of Strength,OP03,True,Play up to 1 Character card with a cost of 4 or less and a [Trigger] from your hand.
OP03-120,Tropical Torment,Event,Yellow,3,NULL,"[Main] If your opponent has 4 or more Life cards, trash up to 1 card from the top of your opponent's Life cards.",Big Mom Pirates,NULL,NULL,NULL,Block 1,Pillars of Strength,OP03,True,Activate this card's [Main] effect.
OP03-121,Thunder Bolt,Event,Yellow,2,NULL,[Main] You may trash 1 card from the top of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,The Four Emperors/Big Mom Pirates,NULL,NULL,NULL,Block 1,Pillars of Strength,OP03,True,K.O. up to 1 of your opponent's Characters with a cost of 5 or less.
OP03-122,Sogeking,Character,Blue,7,NULL,"Also treat this card's name as [Usopp] according to the rules. || [On Play] Return up to 1 Character with a cost of 6 or less to the owner's hand. Then, draw 2 cards and trash 2 cards from your hand.",Sniper Island,NULL,6000,Ranged,Block 1,Pillars of Strength,OP03,False,NULL
OP03-123,Charlotte Katakuri,Character,Yellow,8,NULL,[On Play] Add up to 1 Character with a cost of 8 or less to the top or bottom of the owner's Life cards face-up.,Big Mom Pirates,NULL,8000,Strike,Block 1,Pillars of Strength,OP03,False,NULL
OP04-001,Nefeltari Vivi,Leader,Red/Blue,NULL,5,This Leader cannot attack. || [Activate: Main] [Once Per Turn] ➁ (You may rest the specified number of DON!! cards in your cost area.): Draw 1 card and up to 1 of your Characters gains [Rush] during this turn. || (This card can attack on the turn in which it is played.),Alabasta,NULL,5000,Slash,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-002,Igaram,Character,Red,2,NULL,"[Activate: Main] You may rest this Character and give your 1 active Leader −5000 power during this turn: Look at 5 cards from the top of your deck; reveal up to 1 {Alabasta} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Alabasta,NULL,3000,Ranged,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-003,Usopp,Character,Red,4,NULL,[On K.O.] K.O. up to 1 of your opponent's Characters with 5000 base power or less.,Alabasta/Straw Hat Crew,NULL,5000,Wisdom,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-004,Karoo,Character,Red,1,NULL,[Activate: Main] You may rest this Character: Give up to 1 rested DON!! card to each of your {Alabasta} type Characters.,Animal/Alabasta,NULL,2000,Strike,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-005,Kung Fu Jugon,Character,Red,1,NULL,"If you have a [Kung Fu Jugon] other than this Character, this Character gains [Blocker]. || (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Animal/Alabasta,NULL,1000,Strike,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-006,Koza,Character,Red,3,NULL,[When Attacking] You may give your 1 active Leader −5000 power during this turn: This Character gains +2000 power until the start of your next turn.,Alabasta,NULL,3000,Slash,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-007,Sanji,Character,Red,1,NULL,,Alabasta/Straw Hat Crew,NULL,3000,Strike,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-008,Chaka,Character,Red,3,NULL,"[DON!! x1] [When Attacking] If your Leader is [Nefeltari Vivi], give up to 1 of your opponent's Characters −3000 power during this turn. Then, K.O. up to 1 of your opponent's Characters with 0 power or less.",Alabasta,NULL,5000,Slash,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-009,Super Spot-Billed Duck Troops,Character,Red,2,NULL,[When Attacking] You may give your 1 active Leader −5000 power during this turn: Return this Character to the owner's hand at the end of this turn.,Animal/Alabasta,NULL,3000,Strike,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-010,Tony Tony.Chopper,Character,Red,3,NULL,[On Play] Play up to 1 {Animal} type Character card with 3000 power or less from your hand.,Animal/Alabasta/Straw Hat Crew,NULL,4000,Strike,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-011,Nami,Character,Red,2,NULL,"[When Attacking] Reveal 1 card from the top of your deck. If the revealed card is a Character card with 6000 power or more, this Character gains +3000 power during this turn. Then, place the revealed card at the bottom of your deck.",Alabasta/Straw Hat Crew,NULL,3000,Wisdom,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-012,Nefeltari Cobra,Character,Red,2,NULL,[Your Turn] All of your {Alabasta} type Characters other than this Character gain +1000 power.,Alabasta,NULL,0,Wisdom,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-013,Pell,Character,Red,5,NULL,[DON!! x1] [When Attacking] K.O. up to 1 of your opponent's Characters with 4000 power or less.,Alabasta,NULL,6000,Slash,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-014,Monkey.D.Luffy,Character,Red,8,NULL,"[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)",Alabasta/Straw Hat Crew,NULL,9000,Strike,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-015,Roronoa Zoro,Character,Red,5,NULL,[On Play] Give up to 1 of your opponent's Characters −2000 power during this turn.,Alabasta/Straw Hat Crew,NULL,6000,Slash,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-016,Bad Manners Kick Course,Event,Red,0,NULL,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.,Alabasta/Straw Hat Crew,NULL,NULL,NULL,Block 1,Kingdoms of Intrigue,OP04,True,Give up to 1 of your opponent's Leader or Character cards −3000 power during this turn.
OP04-017,Happiness Punch,Event,Red,1,NULL,"[Counter] Give up to 1 of your opponent's Leader or Character cards −2000 power during this turn. Then, if your Leader is active, give up to 1 of your opponent's Leader or Character cards −1000 power during this turn.",Alabasta/Straw Hat Crew,NULL,NULL,NULL,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-018,Enchanting Vertigo Dance,Event,Red,3,NULL,"[Main] If your Leader has the {Alabasta} type, give up to 2 of your opponent's Characters −2000 power during this turn.",Alabasta,NULL,NULL,NULL,Block 1,Kingdoms of Intrigue,OP04,True,Activate this card's [Main] effect.
OP04-019,Donquixote Doflamingo,Leader,Green/Purple,NULL,4,[End of Your Turn] Set up to 2 of your DON!! cards as active.,The Seven Warlords of the Sea/Donquixote Pirates,NULL,5000,Special,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-020,Issho,Leader,Green/Black,NULL,4,[DON!! x1] [Your Turn] Give all of your opponent's Characters −1 cost. || [End of Your Turn] ➀ (You may rest the specified number of DON!! cards in your cost area.): Set up to 1 of your Characters with a cost of 5 or less as active.,Navy,NULL,5000,Special,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-021,Viola,Character,Green,3,NULL,[On Your Opponent's Attack] ➁ (You may rest the specified number of DON!! cards in your cost area.): Rest up to 1 of your opponent's DON!! cards.,Donquixote Pirates,NULL,3000,Special,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-022,Eric,Character,Green,1,NULL,[Activate: Main] You may rest this Character: Rest up to 1 of your opponent's Characters with a cost of 1 or less.,East Blue,NULL,2000,Slash,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-023,Kuro,Character,Green,6,NULL,,East Blue/Black Cat Pirates,NULL,8000,Slash,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-024,Sugar,Character,Green,2,NULL,"[Opponent's Turn] [Once Per Turn] When your opponent plays a Character, if your Leader has the {Donquixote Pirates} type, rest up to 1 of your opponent's Characters. Then, rest this Character. || [On Play] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",Donquixote Pirates,NULL,0,Special,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-025,Giolla,Character,Green,4,NULL,[On Your Opponent's Attack] ➁ (You may rest the specified number of DON!! cards in your cost area.): Rest up to 1 of your opponent's Characters with a cost of 4 or less.,Donquixote Pirates,NULL,4000,Special,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-026,Senor Pink,Character,Green,3,NULL,"[When Attacking] ➀ (You may rest the specified number of DON!! cards in your cost area.): If your Leader has the {Donquixote Pirates} type, rest up to 1 of your opponent's Characters with a cost of 4 or less. Then, set up to 1 of your DON!! cards as active at the end of this turn.",Donquixote Pirates,NULL,5000,Special,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-027,Daddy Masterson,Character,Green,4,NULL,[DON!! x1] [End of Your Turn] Set this Character as active.,East Blue/Former Navy,NULL,5000,Ranged,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-028,Diamante,Character,Green,5,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [DON!! x1] [End of Your Turn] If you have 2 or more active DON!! cards, set this Character as active.",Donquixote Pirates,NULL,6000,Slash,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-029,Dellinger,Character,Green,3,NULL,[End of Your Turn] Set up to 1 of your DON!! cards as active.,Donquixote Pirates,NULL,4000,Strike,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-030,Trebol,Character,Green,6,NULL,[On Play] K.O. up to 1 of your opponent's rested Characters with a cost of 5 or less. || [On Your Opponent's Attack] ➁ (You may rest the specified number of DON!! cards in your cost area.): Rest up to 1 of your opponent's Characters with a cost of 4 or less.,Donquixote Pirates,NULL,6000,Special,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-031,Donquixote Doflamingo,Character,Green,0,NULL,[On Play] Up to a total of 3 of your opponent's rested Leader and Character cards will not become active in your opponent's next Refresh Phase.,The Seven Warlords of the Sea/Donquixote Pirates,NULL,10000,Special,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-032,Baby 5,Character,Green,1,NULL,[End of Your Turn] You may trash this Character: Set up to 2 of your DON!! cards as active.,Donquixote Pirates,NULL,1000,Special,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-033,Machvise,Character,Green,4,NULL,"[On Play] If your Leader has the {Donquixote Pirates} type, rest up to 1 of your opponent's Characters with a cost of 5 or less. Then, set up to 1 of your DON!! cards as active at the end of this turn.",Donquixote Pirates,NULL,5000,Strike,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-034,Lao.G,Character,Green,4,NULL,"[End of Your Turn] If you have 3 or more active DON!! cards, K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.",Donquixote Pirates,NULL,5000,Strike,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-035,Spiderweb,Event,Green,2,NULL,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, set up to 1 of your Characters as active.",The Seven Warlords of the Sea/Donquixote Pirates,NULL,NULL,NULL,Block 1,Kingdoms of Intrigue,OP04,True,Up to 1 of your Leader gains +2000 power during this turn.
OP04-036,Donquixote Family,Event,Green,1,NULL,"[Counter] Look at 5 cards from the top of your deck; reveal up to 1 {Donquixote Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Donquixote Pirates,NULL,NULL,NULL,Block 1,Kingdoms of Intrigue,OP04,True,Activate this card's [Counter] effect.
OP04-037,Flapping Thread,Event,Green,2,NULL,"[Counter] If your Leader has the {Donquixote Pirates} type, up to 1 of your Leader or Character cards gains +2000 power during this turn.",The Seven Warlords of the Sea/Donquixote Pirates,NULL,NULL,NULL,Block 1,Kingdoms of Intrigue,OP04,True,K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less.
OP04-038,The Weak Do Not Have the Right to Choose How They Die!!!,Event,Green,5,NULL,"[Main]/[Counter] Rest up to 1 of your opponent's Leader or Character cards. Then, K.O. up to 1 of your opponent's rested Characters with a cost of 6 or less.",The Seven Warlords of the Sea/Donquixote Pirates,NULL,NULL,NULL,Block 1,Kingdoms of Intrigue,OP04,True,Set up to 5 of your DON!! cards as active.
OP04-039,Rebecca,Leader,Blue/Black,NULL,5,"This Leader cannot attack. || [Activate: Main] [Once Per Turn] ➀ (You may rest the specified number of DON!! cards in your cost area.): If you have 6 or less cards in your hand, look at 2 cards from the top of your deck; reveal up to 1 {Dressrosa} type card and add it to your hand. Then, trash the rest.",Dressrosa,NULL,5000,Slash,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-040,Queen,Leader,Blue/Yellow,NULL,4,"[DON!! x1] [When Attacking] If you have a total of 4 or less cards in your Life area and hand, draw 1 card. If you have a Character with a cost of 8 or more, you may add up to 1 card from the top of your deck to the top of your Life cards instead of drawing 1 card.",Animal Kingdom Pirates,NULL,5000,Ranged,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-041,Apis,Character,Blue,1,NULL,"[On Play] You may trash 2 cards from your hand: Look at 5 cards from the top of your deck; reveal up to 1 {East Blue} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",East Blue,NULL,0,Wisdom,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-042,Ipponmatsu,Character,Blue,2,NULL,"[On Play] Up to 1 of your <Slash> attribute Characters gains +3000 power during this turn. Then, trash 1 card from the top of your deck.",East Blue,NULL,1000,Wisdom,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-043,Ulti,Character,Blue,3,NULL,[DON!! x1] [When Attacking] Return up to 1 Character with a cost of 2 or less to the owner's hand or the bottom of their deck.,Animal Kingdom Pirates,NULL,4000,Strike,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-044,Kaido,Character,Blue,0,NULL,[On Play] Return up to 1 Character with a cost of 8 or less and up to 1 Character with a cost of 3 or less to the owner's hand.,The Four Emperors/Animal Kingdom Pirates,NULL,12000,Strike,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-045,King,Character,Blue,7,NULL,[On Play] Draw 1 card.,Animal Kingdom Pirates,NULL,8000,Slash,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-046,Queen,Character,Blue,4,NULL,"[On Play] If your Leader has the {Animal Kingdom Pirates} type, look at 7 cards from the top of your deck; reveal a total of up to 2 [Plague Rounds] or [Ice Oni] cards and add them to your hand. Then, place the rest at the bottom of your deck in any order.",Animal Kingdom Pirates,NULL,5000,Strike,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-047,Ice Oni,Character,Blue,8,NULL,"[Your Turn] At the end of a battle in which this Character battles your opponent's Character with a cost of 5 or less, place the opponent's Character you battled with at the bottom of the owner's deck.",Plague/Animal Kingdom Pirates,NULL,0,Special,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-048,Sasaki,Character,Blue,3,NULL,"[On Play] Return all cards in your hand to your deck and shuffle your deck. Then, draw cards equal to the number you returned to your deck.",Animal Kingdom Pirates,NULL,4000,Strike,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-049,Jack,Character,Blue,2,NULL,[On K.O.] Draw 1 card.,Animal Kingdom Pirates,NULL,3000,Strike,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-050,Hanger,Character,Blue,2,NULL,[Activate: Main] You may trash 1 card from your hand and rest this Character: Draw 1 card.,East Blue,NULL,0,Wisdom,Block 1,Kingdoms of Intrigue,OP04,False,NULL
OP04-051,Who's.Who,Character,Blue,1,NULL,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Animal Kingdom Pirates} type card other than [Who's.Who] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Animal Kingdom Pirates,NULL,2000,Slash,Block 1,Kingdoms of Intrigue,OP04,False,NULL
